species,speed,irrigation,position x,position y,value
Spathiphyllum Chico,fast,after,d,3,0.06
Spathiphyllum Chico,fast,after,a,4,0.16
Spathiphyllum Chico,fast,after,b,4,0.219
Spathiphyllum Chico,fast,after,c,4,0.283
Spathiphyllum Chico,fast,after,d,4,0.277
Spathiphyllum Chico,fast,after,a,1,0.226
Spathiphyllum Chico,fast,after,b,1,0.201666667
Spathiphyllum Chico,fast,after,c,1,0.200555556
Spathiphyllum Chico,fast,after,d,1,0.174
Spathiphyllum Chico,fast,after,a,2,0.291
Spathiphyllum Chico,fast,after,b,2,0.251
Spathiphyllum Chico,fast,after,c,2,0.236
Spathiphyllum Chico,fast,after,d,2,0.249666667
Spathiphyllum Chico,fast,after,a,3,0.258666667
Spathiphyllum Chico,fast,after,b,3,0.227333333
Spathiphyllum Chico,fast,after,c,3,0.283333333
Spathiphyllum Chico,fast,after,d,3,0.252333333
Spathiphyllum Chico,fast,after,a,4,0.276666667
Spathiphyllum Chico,fast,after,b,4,0.275666667
Spathiphyllum Chico,fast,after,c,4,0.283
Spathiphyllum Chico,fast,after,d,4,0.279333333
Spathiphyllum Chico,fast,after,a,1,0.027
Spathiphyllum Chico,fast,after,b,1,0.018
Spathiphyllum Chico,fast,after,c,1,0.064
Spathiphyllum Chico,fast,after,d,1,0.136
Spathiphyllum Chico,fast,after,a,2,0.055
Spathiphyllum Chico,fast,after,b,2,0.075
Spathiphyllum Chico,fast,after,c,2,0.192
Spathiphyllum Chico,fast,after,d,2,0.161
Spathiphyllum Chico,fast,after,a,3,0.187
Spathiphyllum Chico,fast,after,b,3,0.103
Spathiphyllum Chico,fast,after,c,3,0.242
Spathiphyllum Chico,fast,after,d,3,0.186
Spathiphyllum Chico,fast,after,a,4,0.296
Spathiphyllum Chico,fast,after,b,4,0.257
Spathiphyllum Chico,fast,after,c,4,0.268
Spathiphyllum Chico,fast,after,d,4,0.269
Philodendron hederaceum & Philodendron erubescens,fast,after,a,1,0.149
Philodendron hederaceum & Philodendron erubescens,fast,after,b,1,0.044
Philodendron hederaceum & Philodendron erubescens,fast,after,c,1,0.278
Philodendron hederaceum & Philodendron erubescens,fast,after,d,1,0.144
Philodendron hederaceum & Philodendron erubescens,fast,after,a,2,0.138
Philodendron hederaceum & Philodendron erubescens,fast,after,b,2,0.248
Philodendron hederaceum & Philodendron erubescens,fast,after,c,2,0.273
Philodendron hederaceum & Philodendron erubescens,fast,after,d,2,0.165
Philodendron hederaceum & Philodendron erubescens,fast,after,a,3,0.159
Philodendron hederaceum & Philodendron erubescens,fast,after,b,3,0.254
Philodendron hederaceum & Philodendron erubescens,fast,after,c,3,0.251
Philodendron hederaceum & Philodendron erubescens,fast,after,d,3,0.278
Philodendron hederaceum & Philodendron erubescens,fast,after,a,4,0.275
Philodendron hederaceum & Philodendron erubescens,fast,after,b,4,0.252
Philodendron hederaceum & Philodendron erubescens,fast,after,c,4,0.307
Philodendron hederaceum & Philodendron erubescens,fast,after,d,4,0.373
Philodendron hederaceum & Philodendron erubescens,fast,after,a,1,0.107
Philodendron hederaceum & Philodendron erubescens,fast,after,b,1,0.116
Philodendron hederaceum & Philodendron erubescens,fast,after,c,1,0.131
Philodendron hederaceum & Philodendron erubescens,fast,after,d,1,0.162
Philodendron hederaceum & Philodendron erubescens,fast,after,a,2,0.154
Philodendron hederaceum & Philodendron erubescens,fast,after,b,2,0.175
Philodendron hederaceum & Philodendron erubescens,fast,after,c,2,0.184
Philodendron hederaceum & Philodendron erubescens,fast,after,d,2,0.219
Philodendron hederaceum & Philodendron erubescens,fast,after,a,3,0.185
Philodendron hederaceum & Philodendron erubescens,fast,after,b,3,0.25
Philodendron hederaceum & Philodendron erubescens,fast,after,c,3,0.27
Philodendron hederaceum & Philodendron erubescens,fast,after,d,3,0.249
Philodendron hederaceum & Philodendron erubescens,fast,after,a,4,0.24
Philodendron hederaceum & Philodendron erubescens,fast,after,b,4,0.284
Philodendron hederaceum & Philodendron erubescens,fast,after,c,4,0.256
Philodendron hederaceum & Philodendron erubescens,fast,after,d,4,0.266
Philodendron hederaceum & Philodendron erubescens,fast,after,a,1,0.249
Philodendron hederaceum & Philodendron erubescens,fast,after,b,1,0.166
Philodendron hederaceum & Philodendron erubescens,fast,after,c,1,0.2
Philodendron hederaceum & Philodendron erubescens,fast,after,d,1,0.061
Philodendron hederaceum & Philodendron erubescens,fast,after,a,2,0.283
Philodendron hederaceum & Philodendron erubescens,fast,after,b,2,0.219
Philodendron hederaceum & Philodendron erubescens,fast,after,c,2,0.183
Philodendron hederaceum & Philodendron erubescens,fast,after,d,2,0.103
Philodendron hederaceum & Philodendron erubescens,fast,after,a,3,0.255
Philodendron hederaceum & Philodendron erubescens,fast,after,b,3,0.188
Philodendron hederaceum & Philodendron erubescens,fast,after,c,3,0.23
Philodendron hederaceum & Philodendron erubescens,fast,after,d,3,0.157
Philodendron hederaceum & Philodendron erubescens,fast,after,a,4,0.289
Philodendron hederaceum & Philodendron erubescens,fast,after,b,4,0.286
Philodendron hederaceum & Philodendron erubescens,fast,after,c,4,0.281
Philodendron hederaceum & Philodendron erubescens,fast,after,d,4,0.251
Peperomia obtusifolia,fast,after,a,1,0.122
Peperomia obtusifolia,fast,after,b,1,0.19
Peperomia obtusifolia,fast,after,c,1,0.077
Peperomia obtusifolia,fast,after,d,1,0.121
Peperomia obtusifolia,fast,after,a,2,0.277
Peperomia obtusifolia,fast,after,b,2,0.251
Peperomia obtusifolia,fast,after,c,2,0.214
Peperomia obtusifolia,fast,after,d,2,0.24
Peperomia obtusifolia,fast,after,a,3,0.228
Peperomia obtusifolia,fast,after,b,3,0.234
Peperomia obtusifolia,fast,after,c,3,0.381
Peperomia obtusifolia,fast,after,d,3,0.261
Peperomia obtusifolia,fast,after,a,4,0.25
Peperomia obtusifolia,fast,after,b,4,0.262
Peperomia obtusifolia,fast,after,c,4,0.273
Peperomia obtusifolia,fast,after,d,4,0.26
Peperomia obtusifolia,fast,after,a,1,0.305
Peperomia obtusifolia,fast,after,b,1,0.238
Peperomia obtusifolia,fast,after,c,1,0.202
Peperomia obtusifolia,fast,after,d,1,0.152
Peperomia obtusifolia,fast,after,a,2,0.315
Peperomia obtusifolia,fast,after,b,2,0.253
Peperomia obtusifolia,fast,after,c,2,0.27
Peperomia obtusifolia,fast,after,d,2,0.273
Peperomia obtusifolia,fast,after,a,3,0.293
Peperomia obtusifolia,fast,after,b,3,0.238
Peperomia obtusifolia,fast,after,c,3,0.251
Peperomia obtusifolia,fast,after,d,3,0.268
Peperomia obtusifolia,fast,after,a,4,0.291
Peperomia obtusifolia,fast,after,b,4,0.279
Peperomia obtusifolia,fast,after,c,4,0.273
Peperomia obtusifolia,fast,after,d,4,0.29
Peperomia obtusifolia,fast,after,a,1,0.251
Peperomia obtusifolia,fast,after,b,1,0.177
Peperomia obtusifolia,fast,after,c,1,0.186
Peperomia obtusifolia,fast,after,d,1,0.249
Peperomia obtusifolia,fast,after,a,2,0.281
Peperomia obtusifolia,fast,after,b,2,0.249
Peperomia obtusifolia,fast,after,c,2,0.224
Peperomia obtusifolia,fast,after,d,2,0.236
Peperomia obtusifolia,fast,after,a,3,0.255
Peperomia obtusifolia,fast,after,b,3,0.21
Peperomia obtusifolia,fast,after,c,3,0.218
Peperomia obtusifolia,fast,after,d,3,0.228
Peperomia obtusifolia,fast,after,a,4,0.289
Peperomia obtusifolia,fast,after,b,4,0.286
Peperomia obtusifolia,fast,after,c,4,0.303
Peperomia obtusifolia,fast,after,d,4,0.288
Spathiphyllum wallisii ,slow,before,a,1,0.019
Spathiphyllum wallisii ,slow,before,b,1,0.022
Spathiphyllum wallisii ,slow,before,c,1,0.021
Spathiphyllum wallisii ,slow,before,d,1,0.041
Spathiphyllum wallisii ,slow,before,a,2,0.025
Spathiphyllum wallisii ,slow,before,b,2,0.04
Spathiphyllum wallisii ,slow,before,c,2,0.035
Spathiphyllum wallisii ,slow,before,d,2,0.031
Spathiphyllum wallisii ,slow,before,a,3,0.024
Spathiphyllum wallisii ,slow,before,b,3,0.029
Spathiphyllum wallisii ,slow,before,c,3,0.033
Spathiphyllum wallisii ,slow,before,d,3,0.03
Spathiphyllum wallisii ,slow,before,a,4,0.027
Spathiphyllum wallisii ,slow,before,b,4,0.031
Spathiphyllum wallisii ,slow,before,c,4,0.041
Spathiphyllum wallisii ,slow,before,d,4,0.086
Spathiphyllum wallisii ,slow,after,a,1,0.04
Spathiphyllum wallisii ,slow,after,b,1,0.027
Spathiphyllum wallisii ,slow,after,c,1,0.094
Spathiphyllum wallisii ,slow,after,d,1,0.139
Spathiphyllum wallisii ,slow,after,a,2,0.056
Spathiphyllum wallisii ,slow,after,b,2,0.031
Spathiphyllum wallisii ,slow,after,c,2,0.122
Spathiphyllum wallisii ,slow,after,d,2,0.046
Spathiphyllum wallisii ,slow,after,a,3,0.073
Spathiphyllum wallisii ,slow,after,b,3,0.097
Spathiphyllum wallisii ,slow,after,c,3,0.183
Spathiphyllum wallisii ,slow,after,d,3,0.033
Spathiphyllum wallisii ,slow,after,a,4,0.039
Spathiphyllum wallisii ,slow,after,b,4,0.208
Spathiphyllum wallisii ,slow,after,c,4,0.069
Spathiphyllum wallisii ,slow,after,d,4,0.122
Chlorophytum comosum variegatum,slow,before,a,1,0.116
Chlorophytum comosum variegatum,slow,before,b,1,0.133
Chlorophytum comosum variegatum,slow,before,c,1,0.115
Chlorophytum comosum variegatum,slow,before,d,1,0.062
Chlorophytum comosum variegatum,slow,before,a,2,0.09
Chlorophytum comosum variegatum,slow,before,b,2,0.047
Chlorophytum comosum variegatum,slow,before,c,2,0.065
Chlorophytum comosum variegatum,slow,before,d,2,0.052
Chlorophytum comosum variegatum,slow,before,a,3,0.101
Chlorophytum comosum variegatum,slow,before,b,3,0.153
Chlorophytum comosum variegatum,slow,before,c,3,0.104
Chlorophytum comosum variegatum,slow,before,d,3,0.099
Chlorophytum comosum variegatum,slow,before,a,4,0.124
Chlorophytum comosum variegatum,slow,before,b,4,0.11
Chlorophytum comosum variegatum,slow,before,c,4,0.1
Chlorophytum comosum variegatum,slow,before,d,4,0.103
Chlorophytum comosum variegatum,slow,after,a,1,0.219
Chlorophytum comosum variegatum,slow,after,b,1,0.239
Chlorophytum comosum variegatum,slow,after,c,1,0.198
Chlorophytum comosum variegatum,slow,after,d,1,0.16
Chlorophytum comosum variegatum,slow,after,a,2,0.202
Chlorophytum comosum variegatum,slow,after,b,2,0.201
Chlorophytum comosum variegatum,slow,after,c,2,0.24
Chlorophytum comosum variegatum,slow,after,d,2,0.104
Chlorophytum comosum variegatum,slow,after,a,3,0.244
Chlorophytum comosum variegatum,slow,after,b,3,0.287
Chlorophytum comosum variegatum,slow,after,c,3,0.273
Chlorophytum comosum variegatum,slow,after,d,3,0.235
Chlorophytum comosum variegatum,slow,after,a,4,0.271
Chlorophytum comosum variegatum,slow,after,b,4,0.33
Chlorophytum comosum variegatum,slow,after,c,4,0.251
Chlorophytum comosum variegatum,slow,after,d,4,0.151
Nematanthus wettsteinii,slow,before,a,1,0.024
Nematanthus wettsteinii,slow,before,b,1,0.045
Nematanthus wettsteinii,slow,before,c,1,0.025
Nematanthus wettsteinii,slow,before,d,1,0.026
Nematanthus wettsteinii,slow,before,a,2,0.087
Nematanthus wettsteinii,slow,before,b,2,0.043
Nematanthus wettsteinii,slow,before,c,2,0.081
Nematanthus wettsteinii,slow,before,d,2,0.028
Nematanthus wettsteinii,slow,before,a,3,0.09
Nematanthus wettsteinii,slow,before,b,3,0.05
Nematanthus wettsteinii,slow,before,c,3,0.075
Nematanthus wettsteinii,slow,before,d,3,0.051
Nematanthus wettsteinii,slow,before,a,4,0.106
Nematanthus wettsteinii,slow,before,b,4,0.065
Nematanthus wettsteinii,slow,before,c,4,0.07
Nematanthus wettsteinii,slow,before,d,4,0.063
Nematanthus wettsteinii,slow,after,a,1,0.119
Nematanthus wettsteinii,slow,after,b,1,0.173
Nematanthus wettsteinii,slow,after,c,1,0.098
Nematanthus wettsteinii,slow,after,d,1,0.025
Nematanthus wettsteinii,slow,after,a,2,0.291
Nematanthus wettsteinii,slow,after,b,2,0.172
Nematanthus wettsteinii,slow,after,c,2,0.278
Nematanthus wettsteinii,slow,after,d,2,0.051
Nematanthus wettsteinii,slow,after,a,3,0.234
Nematanthus wettsteinii,slow,after,b,3,0.102
Nematanthus wettsteinii,slow,after,c,3,0.259
Nematanthus wettsteinii,slow,after,d,3,0.166
Nematanthus wettsteinii,slow,after,a,4,0.288
Nematanthus wettsteinii,slow,after,b,4,0.223
Nematanthus wettsteinii,slow,after,c,4,0.279
Nematanthus wettsteinii,slow,after,d,4,0.254
Spathiphyllum Chico,slow,before,a,1,0.015
Spathiphyllum Chico,slow,before,b,1,0.085
Spathiphyllum Chico,slow,before,c,1,0.086
Spathiphyllum Chico,slow,before,d,1,0.063
Spathiphyllum Chico,slow,before,a,2,0.081
Spathiphyllum Chico,slow,before,b,2,0.139
Spathiphyllum Chico,slow,before,c,2,0.164
Spathiphyllum Chico,slow,before,d,2,0.078
Spathiphyllum Chico,slow,before,a,3,0.195
Spathiphyllum Chico,slow,before,b,3,0.135
Spathiphyllum Chico,slow,before,c,3,0.194
Spathiphyllum Chico,slow,before,d,3,0.105
Spathiphyllum Chico,slow,before,a,4,0.251
Spathiphyllum Chico,slow,before,b,4,0.196
Spathiphyllum Chico,slow,before,c,4,0.18
Spathiphyllum Chico,slow,before,d,4,0.138
Spathiphyllum Chico,slow,after,a,1,0.063
Spathiphyllum Chico,slow,after,b,1,0.177
Spathiphyllum Chico,slow,after,c,1,0.156
Spathiphyllum Chico,slow,after,d,1,0.167
Spathiphyllum Chico,slow,after,a,2,0.188
Spathiphyllum Chico,slow,after,b,2,0.265
Spathiphyllum Chico,slow,after,c,2,0.29
Spathiphyllum Chico,slow,after,d,2,0.119
Spathiphyllum Chico,slow,after,a,3,0.245
Spathiphyllum Chico,slow,after,b,3,0.265
Spathiphyllum Chico,slow,after,c,3,0.297
Spathiphyllum Chico,slow,after,d,3,0.254
Spathiphyllum Chico,slow,after,a,4,0.279
Spathiphyllum Chico,slow,after,b,4,0.369
Spathiphyllum Chico,slow,after,c,4,0.335
Spathiphyllum Chico,slow,after,d,4,0.238
Philodendron hederaceum & Philodendron erubescens,slow,before,a,1,0.091
Philodendron hederaceum & Philodendron erubescens,slow,before,b,1,0.095
Philodendron hederaceum & Philodendron erubescens,slow,before,c,1,0.145
Philodendron hederaceum & Philodendron erubescens,slow,before,d,1,0.089
Philodendron hederaceum & Philodendron erubescens,slow,before,a,2,0.13
Philodendron hederaceum & Philodendron erubescens,slow,before,b,2,0.129
Philodendron hederaceum & Philodendron erubescens,slow,before,c,2,0.129
Philodendron hederaceum & Philodendron erubescens,slow,before,d,2,0.112
Philodendron hederaceum & Philodendron erubescens,slow,before,a,3,0.116
Philodendron hederaceum & Philodendron erubescens,slow,before,b,3,0.125
Philodendron hederaceum & Philodendron erubescens,slow,before,c,3,0.105
Philodendron hederaceum & Philodendron erubescens,slow,before,d,3,0.179
Philodendron hederaceum & Philodendron erubescens,slow,before,a,4,0.184
Philodendron hederaceum & Philodendron erubescens,slow,before,b,4,0.163
Philodendron hederaceum & Philodendron erubescens,slow,before,c,4,0.176
Philodendron hederaceum & Philodendron erubescens,slow,before,d,4,0.163
Philodendron hederaceum & Philodendron erubescens,slow,after,a,1,0.166
Philodendron hederaceum & Philodendron erubescens,slow,after,b,1,0.212
Philodendron hederaceum & Philodendron erubescens,slow,after,c,1,0.249
Philodendron hederaceum & Philodendron erubescens,slow,after,d,1,0.137
Philodendron hederaceum & Philodendron erubescens,slow,after,a,2,0.261
Philodendron hederaceum & Philodendron erubescens,slow,after,b,2,0.272
Philodendron hederaceum & Philodendron erubescens,slow,after,c,2,0.282
Philodendron hederaceum & Philodendron erubescens,slow,after,d,2,0.212
Philodendron hederaceum & Philodendron erubescens,slow,after,a,3,0.246
Philodendron hederaceum & Philodendron erubescens,slow,after,b,3,0.324
Philodendron hederaceum & Philodendron erubescens,slow,after,c,3,0.24
Philodendron hederaceum & Philodendron erubescens,slow,after,d,3,0.28
Philodendron hederaceum & Philodendron erubescens,slow,after,a,4,0.304
Philodendron hederaceum & Philodendron erubescens,slow,after,b,4,0.308
Philodendron hederaceum & Philodendron erubescens,slow,after,c,4,0.285
Philodendron hederaceum & Philodendron erubescens,slow,after,d,4,0.301
Peperomia obtusifolia,slow,before,a,1,0.073
Peperomia obtusifolia,slow,before,b,1,0.108
Peperomia obtusifolia,slow,before,c,1,0.089
Peperomia obtusifolia,slow,before,d,1,0.072
Peperomia obtusifolia,slow,before,a,2,0.116
Peperomia obtusifolia,slow,before,b,2,0.196
Peperomia obtusifolia,slow,before,c,2,0.15
Peperomia obtusifolia,slow,before,d,2,0.158
Peperomia obtusifolia,slow,before,a,3,0.166
Peperomia obtusifolia,slow,before,b,3,0.181
Peperomia obtusifolia,slow,before,c,3,0.126
Peperomia obtusifolia,slow,before,d,3,0.212
Peperomia obtusifolia,slow,before,a,4,0.151
Peperomia obtusifolia,slow,before,b,4,0.166
Peperomia obtusifolia,slow,before,c,4,0.211
Peperomia obtusifolia,slow,before,d,4,0.213
Peperomia obtusifolia,slow,after,a,1,0.157
Peperomia obtusifolia,slow,after,b,1,0.253
Peperomia obtusifolia,slow,after,c,1,0.258
Peperomia obtusifolia,slow,after,d,1,0.08
Peperomia obtusifolia,slow,after,a,2,0.214
Peperomia obtusifolia,slow,after,b,2,0.291
Peperomia obtusifolia,slow,after,c,2,0.178
Peperomia obtusifolia,slow,after,d,2,0.21
Peperomia obtusifolia,slow,after,a,3,0.269
Peperomia obtusifolia,slow,after,b,3,0.293
Peperomia obtusifolia,slow,after,c,3,0.277
Peperomia obtusifolia,slow,after,d,3,0.191
Peperomia obtusifolia,slow,after,a,4,0.226
Peperomia obtusifolia,slow,after,b,4,0.346
Peperomia obtusifolia,slow,after,c,4,0.334
Peperomia obtusifolia,slow,after,d,4,0.271
Substrate only,slow,before,a,1,0.016
Substrate only,slow,before,b,1,0.019
Substrate only,slow,before,c,1,0.021
Substrate only,slow,before,d,1,0.017
Substrate only,slow,before,a,2,0.02
Substrate only,slow,before,b,2,0.021
Substrate only,slow,before,c,2,0.022
Substrate only,slow,before,d,2,0.02
Substrate only,slow,before,a,3,0.017
Substrate only,slow,before,b,3,0.021
Substrate only,slow,before,c,3,0.02
Substrate only,slow,before,d,3,0.02
Substrate only,slow,before,a,4,0.016
Substrate only,slow,before,b,4,0.019
Substrate only,slow,before,c,4,0.018
Substrate only,slow,before,d,4,0.018
Substrate only,slow,after,a,1,0.019
Substrate only,slow,after,b,1,0.019
Substrate only,slow,after,c,1,0.018
Substrate only,slow,after,d,1,0.034
Substrate only,slow,after,a,2,0.187
Substrate only,slow,after,b,2,0.24
Substrate only,slow,after,c,2,0.295
Substrate only,slow,after,d,2,0.22
Substrate only,slow,after,a,3,0.103
Substrate only,slow,after,b,3,0.165
Substrate only,slow,after,c,3,0.153
Substrate only,slow,after,d,3,0.267
Substrate only,slow,after,a,4,0.019
Substrate only,slow,after,b,4,0.039
Substrate only,slow,after,c,4,0.033
Substrate only,slow,after,d,4,0.062
